,produto,preco,preco_antigo,descricao_produto,parcelas_sem_juros,frete_gratis,diferenca,desconto_porcento,media_desconto,mediana
358,Ultra Led 12000 Lumêns - H1 H3 H4 H7 H8 H11 H16 H27 Hb3 Hb4,118,131,"OFERTA DO DIA
R$ 131
R$ 11867
10% OFF
6x R$ 1978 sem juros
Frete grátis
Ultra Led 12000 Lumêns - H1 H3 H4 H7 H8 H11 H16 H27 Hb3 Hb4",6,SIM,13,9.92,80.78,20.0
359,Vestido Infantil Personagens,32,35,"OFERTA DO DIA
R$ 35
R$ 3231
10% OFF
6x R$ 539 sem juros
Vestido Infantil Personagens",6,NÃO,3,8.57,80.78,20.0
360,Cabine Sun 5 Lixadeira Porquinho Pedal Unha Vidro Fibra,381,449,"R$ 449
R$ 38165
15% OFF
10x R$ 3817 sem juros
Frete grátis
Cabine Sun 5 Lixadeira Porquinho Pedal Unha Vidro Fibra",10,SIM,68,15.14,80.78,20.0
361,Fritadeira Elétrica Sem Óleo Multilaser Air Fryer 4l 127v,379,449,"R$ 449
R$ 37990
15% OFF
Frete grátis
Fritadeira Elétrica Sem Óleo Multilaser Air Fryer 4l 127v
por 123 Comprou",0,SIM,70,15.59,80.78,20.0
362,Loção Nivea Firmadora Q10 + Vitamina C em frasco 400 ml,21,39,"R$ 39
R$ 2136
46% OFF
1% vendido
Restam04:12:22
Loção Nivea Firmadora Q10 + Vitamina C em frasco 400 ml
por Mercado Livre",0,NÃO,18,46.15,80.78,20.0
363,Capa Case Para iPhone XS Max X Xs Xr iPhone 11 Anti Shock Impacto Armadura Blindada Metal Película Vidro Temperado,156,164,"OFERTA DO DIA
R$ 164
R$ 15627
5% OFF
6x R$ 2605 sem juros
Frete grátis
Capa Case Para iPhone XS Max X Xs Xr iPhone 11 Anti Shock Impacto Armadura Blindada Metal Película Vidro Temperado",6,SIM,8,4.88,80.78,20.0
364,Lousa Quadro Branco Moldura De Aluminio 100x70cm + 5 Canetas,115,130,"R$ 130
R$ 11519
12% OFF
Frete grátis
Lousa Quadro Branco Moldura De Aluminio 100x70cm + 5 Canetas",0,SIM,15,11.54,80.78,20.0
365,Mp3 Som Carro Automotivo Bluetooth Pendrive Sd Rádio,70,77,"R$ 77
R$ 7011
10% OFF
Mp3 Som Carro Automotivo Bluetooth Pendrive Sd Rádio",0,NÃO,7,9.09,80.78,20.0
366,Fone de ouvido neckband sem fio JBL Tune 125BT black,159,189,"R$ 189
R$ 159
15% OFF
Frete grátis
Fone de ouvido neckband sem fio JBL Tune 125BT black
por Mercado Livre",0,SIM,30,15.87,80.78,20.0
367,Motor Compressor Embraco Em2p70clp R600a 1/5 127v Ou 220v,468,492,"OFERTA DO DIA
R$ 492
R$ 46824
5% OFF
10x R$ 4682 sem juros
Frete grátis
Motor Compressor Embraco Em2p70clp R600a 1/5 127v Ou 220v",10,SIM,24,4.88,80.78,20.0
368,Samsung Galaxy S20 FE Dual SIM 128 GB cloud mint 6 GB RAM,2417,4999,"R$ 4.999
R$ 2.417
51% OFF
12x R$ 20142 sem juros
Frete grátis
Samsung Galaxy S20 FE Dual SIM 128 GB cloud mint 6 GB RAM
por Mercado Livre",12,SIM,2582,51.65,80.78,20.0
369,"Mesa Dobrável Vira Maleta Com Alça Versátil 1,80m",468,532,"R$ 532
R$ 46894
12% OFF
10x R$ 4689 sem juros
Frete grátis
Mesa Dobrável Vira Maleta Com Alça Versátil 1,80m",10,SIM,64,12.03,80.78,20.0
370,Antena Interna Tv Digital Intelbras Uhf Hdtv 4k Ai 2031,53,59,"R$ 59
R$ 5391
10% OFF
Antena Interna Tv Digital Intelbras Uhf Hdtv 4k Ai 2031",0,NÃO,6,10.17,80.78,20.0
371,Alto-falante TRC Sound TRC 5515 portátil com bluetooth preto 110V/220V,239,359,"R$ 359
R$ 239
33% OFF
Frete grátis
Alto-falante TRC Sound TRC 5515 portátil com bluetooth preto 110V/220V
por Mercado Livre",0,SIM,120,33.43,80.78,20.0
372,Escova Alisadora De Cabelo Pente Cerâmica Profissional Hair,179,199,"R$ 199
R$ 17910
10% OFF
Frete grátis
20% vendido
Restam02:12:22
Escova Alisadora De Cabelo Pente Cerâmica Profissional Hair",0,SIM,20,10.05,80.78,20.0
373,2 Sutiã Plus Size Renda Alça Reforçada Lingerie Luxo Ref:15,42,54,"OFERTA DO DIA
R$ 54
R$ 4299
21% OFF
6x R$ 717 sem juros
2 Sutiã Plus Size Renda Alça Reforçada Lingerie Luxo Ref:15",6,NÃO,12,22.22,80.78,20.0
374,Coberdrom Casal Queen Size Sherpa Edredom Cobertor Pele,150,219,"R$ 219
R$ 150
31% OFF
Frete grátis
Coberdrom Casal Queen Size Sherpa Edredom Cobertor Pele",0,SIM,69,31.51,80.78,20.0
375,Sérum Anti-idade Hyalu B5 Repair 30ml La Roche-posay,119,229,"R$ 229
R$ 11993
47% OFF
Frete grátis
Sérum Anti-idade Hyalu B5 Repair 30ml La Roche-posay
por La Roche Posay",0,SIM,110,48.03,80.78,20.0
376,Ducha Higiênica Luxo Metal Cromado Acionamento ¼ De Volta,54,56,"R$ 56
R$ 5405
5% OFF
Ducha Higiênica Luxo Metal Cromado Acionamento ¼ De Volta",0,NÃO,2,3.57,80.78,20.0
377,Aspirador de pó Philco Ciclone Force 1.2L laranja 220V,223,245,"OFERTA DO DIA
R$ 245
R$ 22313
9% OFF
Frete grátis
Aspirador de pó Philco Ciclone Force 1.2L laranja 220V
por O Pescador de Ofertas",0,SIM,22,8.98,80.78,20.0
378,Suplemento em pó Integralmédica Nutri Whey Protein proteínas sabor chocolate em sachê de 907g,48,59,"R$ 59
R$ 4829
19% OFF
Suplemento em pó Integralmédica Nutri Whey Protein proteínas sabor chocolate em sachê de 907g
por Body Builders",0,NÃO,11,18.64,80.78,20.0
379,Kit Shampoo E Máscara De Tratamento All Soft Redken,112,279,"R$ 279
R$ 11243
59% OFF
6x R$ 1874 sem juros
Frete grátis
Kit Shampoo E Máscara De Tratamento All Soft Redken
por Redken",6,SIM,167,59.86,80.78,20.0
380,Kit 4 Peças 3 Bolsas Feminina 1 Carteira Tendência Promoção,94,104,"R$ 104
R$ 9440
10% OFF
6x R$ 1573 sem juros
Frete grátis
Kit 4 Peças 3 Bolsas Feminina 1 Carteira Tendência Promoção",6,SIM,10,9.62,80.78,20.0
381,Aspirador de pó Wap GTW 10 10L amarelo e preto 220V,293,329,"R$ 329
R$ 29361
11% OFF
9x R$ 3262 sem juros
Frete grátis
Aspirador de pó Wap GTW 10 10L amarelo e preto 220V
por O Pescador de Ofertas",9,SIM,36,10.94,80.78,20.0
382,4 Travesseiros Antialérgico Impermeável 50x70 Super Macio,127,148,"R$ 148
R$ 127
14% OFF
6x R$ 2117 sem juros
Frete grátis
4 Travesseiros Antialérgico Impermeável 50x70 Super Macio",6,SIM,21,14.19,80.78,20.0
383,"Marmita Elétrica 12v E 110/220v Carro Taxi Caminhões 1,5l",110,128,"OFERTA DO DIA
R$ 128
R$ 11093
14% OFF
Frete grátis
Marmita Elétrica 12v E 110/220v Carro Taxi Caminhões 1,5l",0,SIM,18,14.06,80.78,20.0
384,Caneca Térmica Chopp Cerveja Inox Stanley Envio Hoje Full,215,239,"R$ 239
R$ 21591
10% OFF
Frete grátis
Caneca Térmica Chopp Cerveja Inox Stanley Envio Hoje Full",0,SIM,24,10.04,80.78,20.0
385,Chuteira Tênis Society 37 Ao 48 +meião Preto +short +relógio,120,134,"R$ 134
R$ 12014
11% OFF
Frete grátis
Chuteira Tênis Society 37 Ao 48 +meião Preto +short +relógio",0,SIM,14,10.45,80.78,20.0
386,Repetidor DHJ DR4 300M branco 110V/220V,46,59,"R$ 59
R$ 4679
22% OFF
Repetidor DHJ DR4 300M branco 110V/220V",0,NÃO,13,22.03,80.78,20.0
387,Lanterna Tatica 68000w Militar Longo Alcance Usb,29,32,"OFERTA DO DIA
R$ 32
R$ 2936
11% OFF
5x R$ 587 sem juros
Lanterna Tatica 68000w Militar Longo Alcance Usb",5,NÃO,3,9.38,80.78,20.0
388,LG K52 (13 Mpx) Dual SIM 64 GB gray 3 GB RAM,1049,1499,"R$ 1.499
R$ 1.049
30% OFF
Frete grátis
LG K52 (13 Mpx) Dual SIM 64 GB gray 3 GB RAM
por Mercado Livre",0,SIM,450,30.02,80.78,20.0
389,Pneu Firestone F-Series F-600 205/55R16 91 V,373,414,"R$ 414
R$ 37341
10% OFF
10x R$ 3734 sem juros
Pneu Firestone F-Series F-600 205/55R16 91 V
por Achei Pneus",10,NÃO,41,9.9,80.78,20.0
390,Estante 6 Prateleiras De Aço Livros Ferram Quarto Cozinha,258,287,"R$ 287
R$ 25875
10% OFF
Frete grátis
Estante 6 Prateleiras De Aço Livros Ferram Quarto Cozinha",0,SIM,29,10.1,80.78,20.0
391,Kit 02 Poltronas Decorativa Sala Oferta - Balaqui Decor,267,314,"R$ 314
R$ 26766
15% OFF
8x R$ 3346 sem juros
5% OFF com Pix
Kit 02 Poltronas Decorativa Sala Oferta - Balaqui Decor",8,NÃO,47,14.97,80.78,20.0
392,"Kit 5 Luminária Tubular Led Slim 1,2mt Branco Frio 120cm 40w",150,159,"R$ 159
R$ 15039
6% OFF
Frete grátis
26% vendido
Restam02:12:19
Kit 5 Luminária Tubular Led Slim 1,2mt Branco Frio 120cm 40w",0,SIM,9,5.66,80.78,20.0
393,Ionizador Solar Piscinas Até 36m³ + Frete Grátis + Brinde,251,279,"R$ 279
R$ 251
10% OFF
8x R$ 3138 sem juros
Frete grátis
Ionizador Solar Piscinas Até 36m³ + Frete Grátis + Brinde",8,SIM,28,10.04,80.78,20.0
394,"Tapete Para Sala Antiderrapante Luxo 1,32 X 3,00 Madrid C08",195,279,"OFERTA DO DIA
R$ 279
R$ 19590
30% OFF
6x R$ 3265 sem juros
Frete grátis
Tapete Para Sala Antiderrapante Luxo 1,32 X 3,00 Madrid C08
por Comercial Textil Store",6,SIM,84,30.11,80.78,20.0
395,Escova Secadora Magic Air Íon Es-01 1200w Mondial 110v,119,159,"R$ 159
R$ 11990
25% OFF
Frete grátis
Escova Secadora Magic Air Íon Es-01 1200w Mondial 110v
por Mercado Livre",0,SIM,40,25.16,80.78,20.0
396,4 Strobo Automotivo Carro Ajk 4 Faróis Rgb Com Controle Novo,125,139,"R$ 139
R$ 12510
10% OFF
6x R$ 2085 sem juros
Frete grátis
4 Strobo Automotivo Carro Ajk 4 Faróis Rgb Com Controle Novo
por Auto Equip",6,SIM,14,10.07,80.78,20.0
397,Modulo Ampl. Taramps 390wrms Tl 1500 3 Canais Mono Estereo,233,259,"R$ 259
R$ 23350
10% OFF
Frete grátis
Modulo Ampl. Taramps 390wrms Tl 1500 3 Canais Mono Estereo",0,SIM,26,10.04,80.78,20.0
398,Piscina estrutural redonda Bestway 56677 com capacidade de 4678 litros de 3.05m de diâmetro azul,699,999,"R$ 999
R$ 69990
30% OFF
10x R$ 6999 sem juros
Frete grátis
Piscina estrutural redonda Bestway 56677 com capacidade de 4678 litros de 3.05m de diâmetro azul
por Mercado Livre",10,SIM,300,30.03,80.78,20.0
399,Garrafa Térmica Inox 750ml Quente 12 Horas Gelado 24 Horas,70,78,"R$ 78
R$ 7030
11% OFF
6x R$ 1172 sem juros
Garrafa Térmica Inox 750ml Quente 12 Horas Gelado 24 Horas",6,NÃO,8,10.26,80.78,20.0
400,Sapateira Empilhável Com Porta Vai E Vem Multivisão 2 Cores,161,179,"R$ 179
R$ 16199
10% OFF
5% OFF com Pix
Frete grátis
Sapateira Empilhável Com Porta Vai E Vem Multivisão 2 Cores",0,SIM,18,10.06,80.78,20.0
401,Teclado sem fio Logitech K270 QWERTY português Brasil cor preto,140,159,"R$ 159
R$ 14071
12% OFF
Frete grátis
33% vendido
Restam02:12:19
Teclado sem fio Logitech K270 QWERTY português Brasil cor preto",0,SIM,19,11.95,80.78,20.0
402,Purificador De Água Pure 4x Pe12g Cinza Electrolux Bivolt,649,799,"R$ 799
R$ 649
18% OFF
10x R$ 6490 sem juros
Frete grátis
Purificador De Água Pure 4x Pe12g Cinza Electrolux Bivolt
por Mercado Livre",10,SIM,150,18.77,80.78,20.0
403,Fone de ouvido in-ear JBL Tune 110 black,69,229,"R$ 229
R$ 69
69% OFF
Frete grátis
Fone de ouvido in-ear JBL Tune 110 black
por Mercado Livre",0,SIM,160,69.87,80.78,20.0
404,Saco À Vácuo Clink Guardar Roupa Kit 10 Un 60x80cm+ Bomba,121,135,"R$ 135
R$ 12150
10% OFF
6x R$ 2025 sem juros
Frete grátis
Saco À Vácuo Clink Guardar Roupa Kit 10 Un 60x80cm+ Bomba",6,SIM,14,10.37,80.78,20.0
405,"Fritadeira Air Fryer Philco Jumbo Inox Pfr06pi 5,5l 127v",589,699,"R$ 699
R$ 58990
15% OFF
10x R$ 5899 sem juros
Frete grátis
Fritadeira Air Fryer Philco Jumbo Inox Pfr06pi 5,5l 127v
por Direto Com Voce",10,SIM,110,15.74,80.78,20.0
406,Bomba Costal Pulverizador Agricola Manual 20 Litros Vonder,170,189,"R$ 189
R$ 17010
10% OFF
Frete grátis
Bomba Costal Pulverizador Agricola Manual 20 Litros Vonder",0,SIM,19,10.05,80.78,20.0
407,"Cafuné Tapete Higiênico Unilever , Pacote Com 30 Unidades",59,67,"R$ 67
R$ 5957
12% OFF
6x R$ 993 sem juros
Cafuné Tapete Higiênico Unilever , Pacote Com 30 Unidades",6,NÃO,8,11.94,80.78,20.0
408,Calculadora Financeira Hp12c Hp 12c Gold Lacrada Original,297,349,"R$ 349
R$ 29704
15% OFF
Frete grátis
Calculadora Financeira Hp12c Hp 12c Gold Lacrada Original",0,SIM,52,14.9,80.78,20.0
409,Whey Protein Isolado Mix Refil 900g - Profit Labs,52,69,"R$ 69
R$ 5280
23% OFF
6x R$ 880 sem juros
Whey Protein Isolado Mix Refil 900g - Profit Labs
por Body Builders",6,NÃO,17,24.64,80.78,20.0
410,Apple iPhone 12 (64 GB) - Verde,4899,5499,"R$ 5.499
R$ 4.899
10% OFF
12x R$ 40825 sem juros
Frete grátis
Apple iPhone 12 (64 GB) - Verde
por Apple",12,SIM,600,10.91,80.78,20.0
412,Kit 5 Refletor Balizador Solar Sensor Presença 40w Bf 6000k,103,132,"R$ 132
R$ 10334
22% OFF
Frete grátis
40% vendido
Restam02:12:18
Kit 5 Refletor Balizador Solar Sensor Presença 40w Bf 6000k",0,SIM,29,21.97,80.78,20.0
413,Kit 10 Lâmpada Halopin Led G9 5w Lustres E Pendentes Bivolte,104,114,"OFERTA DO DIA
R$ 114
R$ 10454
9% OFF
Frete grátis
Kit 10 Lâmpada Halopin Led G9 5w Lustres E Pendentes Bivolte",0,SIM,10,8.77,80.78,20.0
414,Secador de cabelo Taiff Clássica Style azul-tiffany 127V,199,239,"R$ 239
R$ 19990
16% OFF
Frete grátis
Secador de cabelo Taiff Clássica Style azul-tiffany 127V
por Direto Com Voce",0,SIM,40,16.74,80.78,20.0
415,Luminária Refletor 50w Led Rgb Prova Dagua Holofote Bivolt,92,97,"R$ 97
R$ 9201
6% OFF
Frete grátis
1% vendido
Restam02:12:18
Luminária Refletor 50w Led Rgb Prova Dagua Holofote Bivolt",0,SIM,5,5.15,80.78,20.0
416,Jogo Calota Esportiva Aro 14 Velox Ford Fiesta Rocan,125,131,"R$ 131
R$ 12539
5% OFF
6x R$ 2090 sem juros
Frete grátis
20% vendido
Restam02:12:18
Jogo Calota Esportiva Aro 14 Velox Ford Fiesta Rocan",6,SIM,6,4.58,80.78,20.0
417,Boneca Bebe Tipo Reborn Completa Barata Com 17 Acessorios,153,179,"R$ 179
R$ 153
14% OFF
6x R$ 2550 sem juros
Frete grátis
Boneca Bebe Tipo Reborn Completa Barata Com 17 Acessorios",6,SIM,26,14.53,80.78,20.0
418,Notebook Lenovo Idea3i 15.6' 82bs000gbr I5 8gb 256gb Ssd W11,3464,4399,"R$ 4.399
R$ 3.464
21% OFF
12x R$ 28868 sem juros
Frete grátis
Notebook Lenovo Idea3i 15.6' 82bs000gbr I5 8gb 256gb Ssd W11
por Mercado Livre",12,SIM,935,21.25,80.78,20.0
419,Máquina P/ Azulejista Coloca Pisos Azulejos Pega E Vibra,482,547,"R$ 547
R$ 48223
12% OFF
10x R$ 4822 sem juros
Frete grátis
Máquina P/ Azulejista Coloca Pisos Azulejos Pega E Vibra",10,SIM,65,11.88,80.78,20.0
420,Exaustor Para Banheiro Ventilador Ventisol 150mm 110v 220v,128,137,"OFERTA DO DIA
R$ 137
R$ 12878
6% OFF
Frete grátis
Exaustor Para Banheiro Ventilador Ventisol 150mm 110v 220v",0,SIM,9,6.57,80.78,20.0
421,Ultra Super Led 20000lm - H1 H3 H4 H7 H11 Hb4 6500k - Xenom,69,77,"R$ 77
R$ 6994
10% OFF
6x R$ 1166 sem juros
Ultra Super Led 20000lm - H1 H3 H4 H7 H11 Hb4 6500k - Xenom",6,NÃO,8,10.39,80.78,20.0
422,"Luminária 1,9m Articulada Chão Pedestal Piso Abajur Lustre!",191,217,"R$ 217
R$ 19174
12% OFF
Frete grátis
Luminária 1,9m Articulada Chão Pedestal Piso Abajur Lustre!",0,SIM,26,11.98,80.78,20.0
423,Point Mini Chip A Maquininha De Cartão Do Mercado Pago,28,38,"R$ 38
R$ 2839
27% OFF
5x R$ 568 sem juros
46% vendido
Restam02:12:18
Point Mini Chip A Maquininha De Cartão Do Mercado Pago",5,NÃO,10,26.32,80.78,20.0
424,Detergente para lava-louças Finish All In 1 Max Powerball tablete em pouch 510 g pacote x 30,38,45,"R$ 45
R$ 3830
16% OFF
Detergente para lava-louças Finish All In 1 Max Powerball tablete em pouch 510 g pacote x 30
por Poderosos da Casa",0,NÃO,7,15.56,80.78,20.0
425,"Smart TV LG AI ThinQ 43UP7500PSF LED 4K 43"" 100V/240V",2399,3196,"R$ 3.196
R$ 2.399
24% OFF
12x R$ 19992 sem juros
Frete grátis
Smart TV LG AI ThinQ 43UP7500PSF LED 4K 43"" 100V/240V
por Mercado Livre",12,SIM,797,24.94,80.78,20.0
426,Kit 2 Calça Jeans Masculina Slim Elastano Temos 3 Modelos,74,78,"R$ 78
R$ 7416
6% OFF
Kit 2 Calça Jeans Masculina Slim Elastano Temos 3 Modelos
por Ducam",0,NÃO,4,5.13,80.78,20.0
427,Sapatênis Casual Masculino +relógio Digital +carteira+óculos,90,99,"OFERTA DO DIA
R$ 99
R$ 9099
9% OFF
Frete grátis
Sapatênis Casual Masculino +relógio Digital +carteira+óculos",0,SIM,9,9.09,80.78,20.0
428,Mascara 3m Pff2 Aura 9320br Respirador Anvisa Kit C/ 10,74,78,"OFERTA DO DIA
R$ 78
R$ 7495
5% OFF
Mascara 3m Pff2 Aura 9320br Respirador Anvisa Kit C/ 10",0,NÃO,4,5.13,80.78,20.0
429,Inversora Solda 180a Mig Mma Tig 3 Em 1 Biv Imets-8180 Tork,1951,2399,"R$ 2.399
R$ 1.951
18% OFF
12x R$ 16258 sem juros
Frete grátis
Inversora Solda 180a Mig Mma Tig 3 Em 1 Biv Imets-8180 Tork
por Casa das Serras",12,SIM,448,18.67,80.78,20.0
430,Carregador Original Samsung 25w Turbo S20 S10 S21 Plus Ultra,152,169,"R$ 169
R$ 15291
10% OFF
Frete grátis
Carregador Original Samsung 25w Turbo S20 S10 S21 Plus Ultra",0,SIM,17,10.06,80.78,20.0
431,"Ventilador de teto Ventisol Wind Light preto com 3 pás cor mogno de mdf tratado, 960 mm de diâmetro 127 V",195,209,"R$ 209
R$ 19520
7% OFF
6x R$ 3253 sem juros
Frete grátis
Ventilador de teto Ventisol Wind Light preto com 3 pás cor mogno de mdf tratado, 960 mm de diâmetro 127 V
por Dutra Maquinas",6,SIM,14,6.7,80.78,20.0
432,"Ventilador de teto Ventisol Wind Light preto com 3 pás cor mogno de mdf tratado, 960 mm de diâmetro 127 V",195,209,"R$ 209
R$ 19520
7% OFF
6x R$ 3253 sem juros
Frete grátis
Ventilador de teto Ventisol Wind Light preto com 3 pás cor mogno de mdf tratado, 960 mm de diâmetro 127 V
por Dutra Maquinas",6,SIM,14,6.7,80.78,20.0
433,Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast,143,159,"R$ 159
R$ 14310
10% OFF
6x R$ 2385 sem juros
Frete grátis
Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast",6,SIM,16,10.06,80.78,20.0
434,Munição Laser Treinamento A Seco Tiro Esportivo E Caça 9mm,186,249,"OFERTA DO DIA
R$ 249
R$ 18675
25% OFF
6x R$ 3113 sem juros
Frete grátis
Munição Laser Treinamento A Seco Tiro Esportivo E Caça 9mm",6,SIM,63,25.3,80.78,20.0
435,"Kit Painel Redondo 1,5 X 1,5 E Capas Cilindros Festas",184,204,"R$ 204
R$ 18441
10% OFF
6x R$ 3074 sem juros
Frete grátis
Kit Painel Redondo 1,5 X 1,5 E Capas Cilindros Festas",6,SIM,20,9.8,80.78,20.0
436,Kit10 Luminária Solar 100 Led Com Sensor Jardim Prova D'água,256,269,"R$ 269
R$ 25649
5% OFF
Frete grátis
Kit10 Luminária Solar 100 Led Com Sensor Jardim Prova D'água",0,SIM,13,4.83,80.78,20.0
437,Kit Acessório Banheiro Padrão Alto Brilho - 2010 - Aço Inox,306,355,"R$ 355
R$ 30607
14% OFF
10x R$ 3061 sem juros
Frete grátis
Kit Acessório Banheiro Padrão Alto Brilho - 2010 - Aço Inox",10,SIM,49,13.8,80.78,20.0
438,Cabo Usb Lightning 2 Metros P/ iPhone C. N.f,92,119,"OFERTA DO DIA
R$ 119
R$ 9282
22% OFF
Frete grátis
Cabo Usb Lightning 2 Metros P/ iPhone C. N.f",0,SIM,27,22.69,80.78,20.0
439,Kit 10 Calcinhas Cós Alto Detalhes Em Renda Lingerie,66,78,"R$ 78
R$ 6699
15% OFF
6x R$ 1117 sem juros
Kit 10 Calcinhas Cós Alto Detalhes Em Renda Lingerie",6,NÃO,12,15.38,80.78,20.0
440,Repetidor De Sinal Wifi Expansor Wireless 300m Internet,56,59,"R$ 59
R$ 5639
6% OFF
40% vendido
Restam02:12:15
Repetidor De Sinal Wifi Expansor Wireless 300m Internet",0,NÃO,3,5.08,80.78,20.0
441,"Smart TV Philco PTV32G70RCH LED HD 32"" 110V/220V",1389,1699,"R$ 1.699
R$ 1.389
18% OFF
10x R$ 13890 sem juros
Frete grátis
Smart TV Philco PTV32G70RCH LED HD 32"" 110V/220V
por Mercado Livre",10,SIM,310,18.25,80.78,20.0
442,Cortina Blackout Com Voil 2 80m X 1 80m,118,134,"R$ 134
R$ 11862
12% OFF
6x R$ 1977 sem juros
Frete grátis
Cortina Blackout Com Voil 2 80m X 1 80m",6,SIM,16,11.94,80.78,20.0
443,Vestido Infantil Juvenil Manga Cores Variadas Azul Royal Marinho Rosa Pink Vermelho Branco Coral Pedraria Elegante,70,78,"OFERTA DO DIA
R$ 78
R$ 7020
10% OFF
6x R$ 1170 sem juros
Vestido Infantil Juvenil Manga Cores Variadas Azul Royal Marinho Rosa Pink Vermelho Branco Coral Pedraria Elegante",6,NÃO,8,10.26,80.78,20.0
444,Camiseta Masculina Camisas Slim Voker 100% Algodão Atacado,35,39,"OFERTA DO DIA
R$ 39
R$ 3551
11% OFF
Camiseta Masculina Camisas Slim Voker 100% Algodão Atacado",0,NÃO,4,10.26,80.78,20.0
445,Cozinha Compacta Lua 4 Portas 2gav,399,529,"R$ 529
R$ 399
24% OFF
5% OFF com Pix
Cozinha Compacta Lua 4 Portas 2gav
por Tonielque Moveis",0,NÃO,130,24.57,80.78,20.0
446,Caixa Trio Som Automotivo Completa Selada + Modulo 500w,395,439,"R$ 439
R$ 39510
10% OFF
10x R$ 3951 sem juros
Frete grátis
Caixa Trio Som Automotivo Completa Selada + Modulo 500w
por Detoner",10,SIM,44,10.02,80.78,20.0
447,Baba Eletrônica Sem Fio Tela Lcd Com Câmera Noturna,336,374,"OFERTA DO DIA
R$ 374
R$ 33660
10% OFF
Frete grátis
Baba Eletrônica Sem Fio Tela Lcd Com Câmera Noturna",0,SIM,38,10.16,80.78,20.0
448,Cabo Carregador (dados) 2 Metros Turbo 3.0 Todos Modelos,28,29,"R$ 29
R$ 2810
6% OFF
60% vendido
Restam02:12:15
Cabo Carregador (dados) 2 Metros Turbo 3.0 Todos Modelos",0,NÃO,1,3.45,80.78,20.0
449,Capa Banco Couro E Tapete Onix Celta Prisma Corsa + Brinde,143,159,"R$ 159
R$ 14399
10% OFF
6x R$ 24 sem juros
Frete grátis
Capa Banco Couro E Tapete Onix Celta Prisma Corsa + Brinde",6,SIM,16,10.06,80.78,20.0
450,Troninho Infantil Fazendinha Musical Desfralde -prime Baby R,109,121,"OFERTA DO DIA
R$ 121
R$ 10971
10% OFF
Frete grátis
Troninho Infantil Fazendinha Musical Desfralde -prime Baby R",0,SIM,12,9.92,80.78,20.0
451,Kit Relógio Feminino Champion Original Barato Colar Brincos,159,229,"OFERTA DO DIA
R$ 229
R$ 15990
30% OFF
6x R$ 2665 sem juros
Frete grátis
Kit Relógio Feminino Champion Original Barato Colar Brincos
por RBM WEBSHOP",6,SIM,70,30.57,80.78,20.0
452,10m Luz Fita Led Colorida 5050 Rgb Quarto Branco Quente 12v,105,119,"R$ 119
R$ 10520
12% OFF
Frete grátis
10m Luz Fita Led Colorida 5050 Rgb Quarto Branco Quente 12v",0,SIM,14,11.76,80.78,20.0
453,"*fonte Automotiva Chaveada 13,8 V 90 Amperes + Extensao Cabo",170,189,"R$ 189
R$ 17089
10% OFF
6x R$ 2848 sem juros
Frete grátis
*fonte Automotiva Chaveada 13,8 V 90 Amperes + Extensao Cabo",6,SIM,19,10.05,80.78,20.0
454,Óculos De Solda Para Soldador C/ Escurecimento Automático,44,58,"R$ 58
R$ 44
24% OFF
Óculos De Solda Para Soldador C/ Escurecimento Automático
por Ismafer Ferramentas",0,NÃO,14,24.14,80.78,20.0
455,Vinho Argentino Gran Bodega Malbec Bonarda Seco 750ml,17,34,"R$ 34
R$ 1790
48% OFF
Vinho Argentino Gran Bodega Malbec Bonarda Seco 750ml
por Mercado Vinhos etc",0,NÃO,17,50.0,80.78,20.0
456,Imã De Neodímio Pesca Magnetica Até 110 Kilos De Tração,132,156,"R$ 156
R$ 13260
15% OFF
6x R$ 2210 sem juros
Frete grátis
Imã De Neodímio Pesca Magnetica Até 110 Kilos De Tração",6,SIM,24,15.38,80.78,20.0
457,Cabo Hdmi 15m Blindado 1.4 Ethernet 15 Metros Full Hd 3d,53,59,"OFERTA DO DIA
R$ 59
R$ 5399
10% OFF
Cabo Hdmi 15m Blindado 1.4 Ethernet 15 Metros Full Hd 3d",0,NÃO,6,10.17,80.78,20.0
458,Jogo De Toalhas 4 Peças Santista Royal Knut 100% Algodão,68,77,"R$ 77
R$ 6854
12% OFF
Jogo De Toalhas 4 Peças Santista Royal Knut 100% Algodão",0,NÃO,9,11.69,80.78,20.0
459,Kit Masculino Sapato Casual Confort + Chinelo Relogio Dubuy,107,117,"OFERTA DO DIA
R$ 117
R$ 10737
9% OFF
Frete grátis
Kit Masculino Sapato Casual Confort + Chinelo Relogio Dubuy",0,SIM,10,8.55,80.78,20.0
460,Kit C/ 10 Potes Herméticos Acrílico Empilháveis Lumini,214,244,"R$ 244
R$ 21472
12% OFF
Frete grátis
Kit C/ 10 Potes Herméticos Acrílico Empilháveis Lumini",0,SIM,30,12.3,80.78,20.0
461,Tapete Estampado 150x200 Sala Veludo Luxuoso Aveludado,110,125,"R$ 125
R$ 11079
12% OFF
Frete grátis
Tapete Estampado 150x200 Sala Veludo Luxuoso Aveludado",0,SIM,15,12.0,80.78,20.0
